charter,block,line,Enegy,,[space],ÿ,ò,,,N[space],N[ÿ],N[ò],,,,,,,
7,1,9,65, ,6,1,2,1017,,"0,09","0,02","0,03",,,,,,,
7,1,10,89, ,8,1,5,117,,"0,09","0,01","0,06",,,,,,,
7,2,1,162, ,20,1,10,227,,"0,12","0,01","0,06",,,,,,,
7,2,2,118, ,18,4,2,327,,"0,15","0,03","0,02",,,,,,,
7,2,3,129, ,15,0,4,427,,"0,12","0,00","0,03",,,,,,,
7,2,4,108, ,13,2,2,527,,"0,12","0,02","0,02",,,,,,,
7,2,5,40, ,1,2,1,627,,"0,03","0,05","0,03",,,,,,,
7,2,6,34, ,0,0,1,727,,"0,00","0,00","0,03",,,,,,,
7,2,7,49, ,2,2,1,827,,"0,04","0,04","0,02",,,,,,,
7,2,8,131, ,18,0,5,927,,"0,14","0,00","0,04",,,,,,,
7,2,9,191, ,29,0,8,1027,,"0,15","0,00","0,04",,,,,,,
7,2,10,277, ,48,5,7,127,,"0,17","0,02","0,03",,,,,,,
7,3,1,50, ,3,0,3,237,,"0,06","0,00","0,06",,,,,,,
7,3,2,374, ,57,9,7,337,,"0,15","0,02","0,02",,,,,,,
7,3,3,88, ,6,0,3,437,,"0,07","0,00","0,03",,,,,,,
7,3,4,84, ,9,1,0,537,,"0,11","0,01","0,00",,,,,,,
7,3,5,78, ,8,0,4,637,,"0,10","0,00","0,05",,,,,,,
7,3,6,47, ,2,1,3,737,,"0,04","0,02","0,06",,,,,,,
7,3,7,97, ,8,1,3,837,,"0,08","0,01","0,03",,,,,,,
7,3,8,81, ,9,1,3,937,,"0,11","0,01","0,04",,,,,,,
7,3,9,128, ,18,1,2,1037,,"0,14","0,01","0,02",,,,,,,
7,3,10,110, ,12,2,5,137,,"0,11","0,02","0,05",,,,,,,
7,4,1,430, ,64,8,11,247,,"0,15","0,02","0,03",,,,,,,
7,4,2,291, ,42,1,18,347,,"0,14","0,00","0,06",,,,,,,
7,4,3,126, ,16,4,2,447,,"0,13","0,03","0,02",,,,,,,
7,4,4,60, ,3,0,2,547,,"0,05","0,00","0,03",,,,,,,
7,4,5,132, ,15,0,4,647,,"0,11","0,00","0,03",,,,,,,
7,4,6,52, ,3,2,0,747,,"0,06","0,04","0,00",,,,,,,
7,4,7,55, ,2,2,3,847,,"0,04","0,04","0,05",,,,,,,
7,4,8,235, ,36,8,4,947,,"0,15","0,03","0,02",,,,,,,
7,4,9,58, ,3,1,0,1047,,"0,05","0,02","0,00",,,,,,,
7,4,10,91, ,10,1,1,147,,"0,11","0,01","0,01",,,,,,,
7,5,1,49, ,2,0,0,257,,"0,04","0,00","0,00",,,,,,,
7,5,2,147, ,21,6,2,357,,"0,14","0,04","0,01",,,,,,,
7,5,3,62, ,4,1,1,457,,"0,06","0,02","0,02",,,,,,,
7,5,4,140, ,18,1,5,557,,"0,13","0,01","0,04",,,,,,,
7,5,5,52, ,4,1,0,657,,"0,08","0,02","0,00",,,,,,,
7,5,6,40, ,1,0,2,757,,"0,03","0,00","0,05",,,,,,,
7,5,7,450, ,69,12,17,857,,"0,15","0,03","0,04",,,,,,,
7,5,8,58, ,3,0,3,957,,"0,05","0,00","0,05",,,,,,,
7,5,9,133, ,19,4,2,1057,,"0,14","0,03","0,02",,,,,,,
7,5,10,56, ,2,1,4,157,,"0,04","0,02","0,07",,,,,,,
7,6,1,101, ,15,2,2,267,,"0,15","0,02","0,02",,,,,,,
7,6,2,44, ,2,0,0,367,,"0,05","0,00","0,00",,,,,,,
7,6,3,110, ,13,2,3,467,,"0,12","0,02","0,03",,,,,,,
7,6,4,599, ,90,12,27,567,,"0,15","0,02","0,05",,,,,,,
7,6,5,219, ,26,1,6,667,,"0,12","0,00","0,03",,,,,,,
7,6,6,62, ,3,0,0,767,,"0,05","0,00","0,00",,,,,,,
7,6,7,22, ,0,0,0,867,,"0,00","0,00","0,00",,,,,,,
7,6,8,25, ,2,0,0,967,,"0,08","0,00","0,00",,,,,,,
7,6,9,4, ,1,0,0,1067,,"0,25","0,00","0,00",,,,,,,
7,6,10,8, ,0,0,0,167,,"0,00","0,00","0,00",,,,,,,
7,7,1,4, ,0,0,0,277,,"0,00","0,00","0,00",,,,,,,
7,7,2,11, ,0,0,0,377,,"0,00","0,00","0,00",,,,,,,
7,7,3,306, ,44,7,9,477,,"0,14","0,02","0,03",,,,,,,
7,7,4,212, ,26,8,9,577,,"0,12","0,04","0,04",,,,,,,
7,7,5,672, ,98,8,26,677,,"0,15","0,01","0,04",,,,,,,
7,7,6,212, ,26,3,7,777,,"0,12","0,01","0,03",,,,,,,
7,7,7,176, ,24,1,8,877,,"0,14","0,01","0,05",,,,,,,
7,7,8,247, ,38,3,11,977,,"0,15","0,01","0,04",,,,,,,
7,7,9,47, ,1,0,0,1077,,"0,02","0,00","0,00",,,,,,,
7,7,10,211, ,25,4,7,177,,"0,12","0,02","0,03",,,,,,,
7,8,1,408, ,55,8,22,287,,"0,13","0,02","0,05",,,,,,,
7,8,2,54, ,3,0,1,387,,"0,06","0,00","0,02",,,,,,,
7,8,3,110, ,11,1,5,487,,"0,10","0,01","0,05",,,,,,,
7,8,4,200, ,22,1,7,587,,"0,11","0,01","0,04",,,,,,,
7,8,5,377, ,56,4,18,687,,"0,15","0,01","0,05",,,,,,,
7,8,6,274, ,43,4,7,787,,"0,16","0,01","0,03",,,,,,,
7,8,7,206, ,26,7,8,887,,"0,13","0,03","0,04",,,,,,,
7,8,8,48, ,3,1,0,987,,"0,06","0,02","0,00",,,,,,,
7,8,9,45, ,2,1,0,1087,,"0,04","0,02","0,00",,,,,,,
7,8,10,257, ,38,3,9,187,,"0,15","0,01","0,04",,,,,,,
7,9,1,67, ,7,0,1,297,,"0,10","0,00","0,01",,,,,,,
7,9,2,2384, ,386,34,104,397,,"0,16","0,01","0,04",,,,,,,
7,9,3,164, ,21,5,6,497,,"0,13","0,03","0,04",,,,,,,
7,9,4,22, ,0,0,0,597,,"0,00","0,00","0,00",,,,,,,
7,9,5,415, ,62,5,13,697,,"0,15","0,01","0,03",,,,,,,
7,9,6,153, ,16,0,4,797,,"0,10","0,00","0,03",,,,,,,
7,9,7,58, ,5,0,2,897,,"0,09","0,00","0,03",,,,,,,
7,9,8,80, ,8,4,2,997,,"0,10","0,05","0,03",,,,,,,
7,9,9,59, ,5,1,1,1097,,"0,08","0,02","0,02",,,,,,,
7,9,10,48, ,2,2,0,197,,"0,04","0,04","0,00",,,,,,,
7,10,1,115, ,14,0,5,307,,"0,12","0,00","0,04",,,,,,,
8,0,2,56, ,5,0,1,308,,"0,09","0,00","0,02",,,,,,,
8,0,3,138, ,15,3,5,408,,"0,11","0,02","0,04",,,,,,,
8,0,4,123, ,16,0,4,508,,"0,13","0,00","0,03",,,,,,,
8,0,5,297, ,43,9,9,608,,"0,14","0,03","0,03",,,,,,,
8,0,6,257, ,35,5,9,708,,"0,14","0,02","0,04",,,,,,,
8,0,7,120, ,14,1,3,808,,"0,12","0,01","0,03",,,,,,,
8,0,8,158, ,21,2,4,908,,"0,13","0,01","0,03",,,,,,,
8,0,9,35, ,0,0,0,1008,,"0,00","0,00","0,00",,,,,,,
8,0,10,41, ,1,0,1,108,,"0,02","0,00","0,02",,,,,,,
8,1,1,35, ,0,0,0,218,,"0,00","0,00","0,00",,,,,,,
8,1,2,86, ,7,1,3,318,,"0,08","0,01","0,03",,,,,,,
8,1,3,36, ,0,0,0,418,,"0,00","0,00","0,00",,,,,,,
8,1,4,41, ,1,0,1,518,,"0,02","0,00","0,02",,,,,,,
8,1,5,38, ,0,0,0,618,,"0,00","0,00","0,00",,,,,,,
8,1,6,43, ,2,0,1,718,,"0,05","0,00","0,02",,,,,,,
8,1,7,33, ,0,0,0,818,,"0,00","0,00","0,00",,,,,,,
8,1,8,41, ,1,0,1,918,,"0,02","0,00","0,02",,,,,,,
8,1,9,58, ,4,0,2,1018,,"0,07","0,00","0,03",,,,,,,
8,1,10,100, ,12,2,4,118,,"0,12","0,02","0,04",,,,,,,
8,2,1,257, ,43,7,5,228,,"0,17","0,03","0,02",,,,,,,
8,2,2,42, ,1,1,0,328,,"0,02","0,02","0,00",,,,,,,
8,2,3,426, ,70,17,9,428,,"0,16","0,04","0,02",,,,,,,
8,2,4,110, ,12,3,4,528,,"0,11","0,03","0,04",,,,,,,
8,2,5,47, ,2,0,2,628,,"0,04","0,00","0,04",,,,,,,
8,2,6,162, ,23,4,5,728,,"0,14","0,02","0,03",,,,,,,
8,2,7,60, ,3,1,3,828,,"0,05","0,02","0,05",,,,,,,
8,2,8,48, ,3,2,0,928,,"0,06","0,04","0,00",,,,,,,
8,2,9,74, ,8,1,3,1028,,"0,11","0,01","0,04",,,,,,,
8,2,10,67, ,5,2,1,128,,"0,07","0,03","0,01",,,,,,,
8,3,1,141, ,16,5,5,238,,"0,11","0,04","0,04",,,,,,,
8,3,2,65, ,6,1,3,338,,"0,09","0,02","0,05",,,,,,,
8,3,3,124, ,17,2,6,438,,"0,14","0,02","0,05",,,,,,,
8,3,4,101, ,14,3,1,538,,"0,14","0,03","0,01",,,,,,,
8,3,5,72, ,5,1,4,638,,"0,07","0,01","0,06",,,,,,,
8,3,6,44, ,1,0,1,738,,"0,02","0,00","0,02",,,,,,,
8,3,7,65, ,5,0,3,838,,"0,08","0,00","0,05",,,,,,,
8,3,8,90, ,9,1,2,938,,"0,10","0,01","0,02",,,,,,,
8,3,9,46, ,3,1,2,1038,,"0,07","0,02","0,04",,,,,,,
8,3,10,82, ,11,1,0,138,,"0,13","0,01","0,00",,,,,,,
8,4,1,191, ,30,7,6,248,,"0,16","0,04","0,03",,,,,,,
8,4,2,116, ,10,3,0,348,,"0,09","0,03","0,00",,,,,,,
8,4,3,280, ,37,8,18,448,,"0,13","0,03","0,06",,,,,,,
8,4,4,296, ,43,9,8,548,,"0,15","0,03","0,03",,,,,,,
8,4,5,111, ,14,2,3,648,,"0,13","0,02","0,03",,,,,,,
8,4,6,93, ,10,3,2,748,,"0,11","0,03","0,02",,,,,,,
8,4,7,37, ,0,0,0,848,,"0,00","0,00","0,00",,,,,,,
8,4,8,49, ,3,3,0,948,,"0,06","0,06","0,00",,,,,,,
8,4,9,146, ,19,2,10,1048,,"0,13","0,01","0,07",,,,,,,
8,4,10,92, ,12,2,3,148,,"0,13","0,02","0,03",,,,,,,
8,5,1,58, ,4,0,3,258,,"0,07","0,00","0,05",,,,,,,
8,5,2,40, ,1,0,0,358,,"0,03","0,00","0,00",,,,,,,
8,5,3,171, ,22,3,9,458,,"0,13","0,02","0,05",,,,,,,
8,5,4,22, ,0,0,0,558,,"0,00","0,00","0,00",,,,,,,
8,5,5,154, ,20,3,5,658,,"0,13","0,02","0,03",,,,,,,
8,5,6,158, ,13,2,3,758,,"0,08","0,01","0,02",,,,,,,
8,5,7,64, ,4,2,1,858,,"0,06","0,03","0,02",,,,,,,
8,5,8,192, ,26,7,11,958,,"0,14","0,04","0,06",,,,,,,
8,5,9,99, ,12,1,2,1058,,"0,12","0,01","0,02",,,,,,,
8,5,10,218, ,30,3,5,158,,"0,14","0,01","0,02",,,,,,,
8,6,1,350, ,47,7,19,268,,"0,13","0,02","0,05",,,,,,,
8,6,2,38, ,0,0,0,368,,"0,00","0,00","0,00",,,,,,,
8,6,3,34, ,0,0,0,468,,"0,00","0,00","0,00",,,,,,,
8,6,4,52, ,1,0,2,568,,"0,02","0,00","0,04",,,,,,,
8,6,5,179, ,18,1,5,668,,"0,10","0,01","0,03",,,,,,,
8,6,6,224, ,34,5,10,768,,"0,15","0,02","0,04",,,,,,,
8,6,7,87, ,10,2,3,868,,"0,11","0,02","0,03",,,,,,,
8,6,8,114, ,15,1,5,968,,"0,13","0,01","0,04",,,,,,,
8,6,9,388, ,53,6,14,1068,,"0,14","0,02","0,04",,,,,,,
8,6,10,972, ,148,8,35,168,,"0,15","0,01","0,04",,,,,,,
8,7,1,132, ,14,3,6,278,,"0,11","0,02","0,05",,,,,,,
8,7,2,1189, ,196,18,57,378,,"0,16","0,02","0,05",,,,,,,
8,7,3,126, ,16,0,7,478,,"0,13","0,00","0,06",,,,,,,
8,7,4,74, ,3,1,2,578,,"0,04","0,01","0,03",,,,,,,
8,7,5,1430, ,236,22,59,678,,"0,17","0,02","0,04",,,,,,,
8,7,6,270, ,39,9,13,778,,"0,14","0,03","0,05",,,,,,,
8,7,7,54, ,3,0,1,878,,"0,06","0,00","0,02",,,,,,,
8,7,8,291, ,42,3,12,978,,"0,14","0,01","0,04",,,,,,,
8,7,9,64, ,5,0,1,1078,,"0,08","0,00","0,02",,,,,,,
8,7,10,139, ,18,2,6,178,,"0,13","0,01","0,04",,,,,,,
8,8,1,59, ,5,0,0,288,,"0,08","0,00","0,00",,,,,,,
8,8,2,48, ,2,0,0,388,,"0,04","0,00","0,00",,,,,,,
8,8,3,496, ,81,5,19,488,,"0,16","0,01","0,04",,,,,,,
8,8,4,46, ,1,0,0,588,,"0,02","0,00","0,00",,,,,,,
8,8,5,119, ,17,0,2,688,,"0,14","0,00","0,02",,,,,,,
8,8,6,59, ,4,0,0,788,,"0,07","0,00","0,00",,,,,,,
8,8,7,83, ,8,1,3,888,,"0,10","0,01","0,04",,,,,,,
8,8,8,84, ,10,1,6,988,,"0,12","0,01","0,07",,,,,,,
8,8,9,469, ,75,8,17,1088,,"0,16","0,02","0,04",,,,,,,
8,8,10,126, ,15,3,4,188,,"0,12","0,02","0,03",,,,,,,
8,9,1,74, ,10,0,2,298,,"0,14","0,00","0,03",,,,,,,
8,9,2,22, ,0,0,0,398,,"0,00","0,00","0,00",,,,,,,
8,9,3,165, ,20,2,3,498,,"0,12","0,01","0,02",,,,,,,
8,9,4,134, ,19,0,3,598,,"0,14","0,00","0,02",,,,,,,
8,9,5,56, ,3,1,3,698,,"0,05","0,02","0,05",,,,,,,
8,9,6,105, ,14,0,1,798,,"0,13","0,00","0,01",,,,,,,
8,9,7,59, ,5,1,0,898,,"0,08","0,02","0,00",,,,,,,
8,9,8,36, ,0,0,1,998,,"0,00","0,00","0,03",,,,,,,
8,9,9,121, ,15,2,4,1098,,"0,12","0,02","0,03",,,,,,,
8,9,10,97, ,11,0,3,198,,"0,11","0,00","0,03",,,,,,,
8,10,1,46, ,3,0,0,308,,"0,07","0,00","0,00",,,,,,,
9,0,2,196, ,26,3,13,309,,"0,13","0,02","0,07",,,,,,,
9,0,3,37, ,1,0,1,409,,"0,03","0,00","0,03",,,,,,,
9,0,4,139, ,19,2,12,509,,"0,14","0,01","0,09",,,,,,,
9,0,5,160, ,16,1,6,609,,"0,10","0,01","0,04",,,,,,,
9,0,6,48, ,1,0,1,709,,"0,02","0,00","0,02",,,,,,,
9,0,7,291, ,42,5,10,809,,"0,14","0,02","0,03",,,,,,,
9,0,8,93, ,6,0,3,909,,"0,06","0,00","0,03",,,,,,,
9,0,9,153, ,16,1,1,1009,,"0,10","0,01","0,01",,,,,,,
9,0,10,141, ,18,0,3,109,,"0,13","0,00","0,02",,,,,,,
9,1,1,65, ,3,0,1,219,,"0,05","0,00","0,02",,,,,,,
9,1,2,125, ,17,2,4,319,,"0,14","0,02","0,03",,,,,,,
9,1,3,49, ,3,0,2,419,,"0,06","0,00","0,04",,,,,,,
9,1,4,44, ,2,2,0,519,,"0,05","0,05","0,00",,,,,,,
9,1,5,207, ,31,1,6,619,,"0,15","0,00","0,03",,,,,,,
9,1,6,149, ,16,4,3,719,,"0,11","0,03","0,02",,,,,,,
9,1,7,81, ,8,1,6,819,,"0,10","0,01","0,07",,,,,,,
9,1,8,135, ,18,3,1,919,,"0,13","0,02","0,01",,,,,,,
9,1,9,70, ,6,1,1,1019,,"0,09","0,01","0,01",,,,,,,
9,1,10,90, ,10,1,0,119,,"0,11","0,01","0,00",,,,,,,
9,2,1,110, ,11,2,5,229,,"0,10","0,02","0,05",,,,,,,
9,2,2,238, ,36,1,16,329,,"0,15","0,00","0,07",,,,,,,
9,2,3,141, ,20,1,4,429,,"0,14","0,01","0,03",,,,,,,
9,2,4,245, ,35,2,3,529,,"0,14","0,01","0,01",,,,,,,
9,2,5,42, ,1,0,0,629,,"0,02","0,00","0,00",,,,,,,
9,2,6,97, ,13,2,1,729,,"0,13","0,02","0,01",,,,,,,
9,2,7,41, ,1,0,0,829,,"0,02","0,00","0,00",,,,,,,
9,2,8,175, ,21,3,4,929,,"0,12","0,02","0,02",,,,,,,
9,2,9,123, ,12,3,1,1029,,"0,10","0,02","0,01",,,,,,,
9,2,10,481, ,78,13,20,129,,"0,16","0,03","0,04",,,,,,,
9,3,1,44, ,1,0,0,239,,"0,02","0,00","0,00",,,,,,,
9,3,2,139, ,17,2,3,339,,"0,12","0,01","0,02",,,,,,,
9,3,3,42, ,1,0,0,439,,"0,02","0,00","0,00",,,,,,,
9,3,4,93, ,11,0,3,539,,"0,12","0,00","0,03",,,,,,,
9,3,5,68, ,5,0,1,639,,"0,07","0,00","0,01",,,,,,,
9,3,6,40, ,2,0,1,739,,"0,05","0,00","0,03",,,,,,,
9,3,7,60, ,6,1,0,839,,"0,10","0,02","0,00",,,,,,,
9,3,8,114, ,13,1,4,939,,"0,11","0,01","0,04",,,,,,,
9,3,9,81, ,10,0,2,1039,,"0,12","0,00","0,02",,,,,,,
9,3,10,70, ,6,1,0,139,,"0,09","0,01","0,00",,,,,,,
9,4,1,216, ,33,3,9,249,,"0,15","0,01","0,04",,,,,,,
9,4,2,88, ,10,1,1,349,,"0,11","0,01","0,01",,,,,,,
9,4,3,147, ,21,3,2,449,,"0,14","0,02","0,01",,,,,,,
9,4,4,203, ,29,5,6,549,,"0,14","0,02","0,03",,,,,,,
9,4,5,22, ,0,0,0,649,,"0,00","0,00","0,00",,,,,,,
9,4,6,25, ,2,0,0,749,,"0,08","0,00","0,00",,,,,,,
9,4,7,4, ,1,0,0,849,,"0,25","0,00","0,00",,,,,,,
9,4,8,9, ,0,0,0,949,,"0,00","0,00","0,00",,,,,,,
9,4,9,4, ,0,0,0,1049,,"0,00","0,00","0,00",,,,,,,
9,4,10,11, ,0,0,0,149,,"0,00","0,00","0,00",,,,,,,
9,5,1,343, ,44,6,11,259,,"0,13","0,02","0,03",,,,,,,
9,5,2,311, ,38,9,14,359,,"0,12","0,03","0,05",,,,,,,
9,5,3,143, ,19,3,4,459,,"0,13","0,02","0,03",,,,,,,
9,5,4,142, ,15,1,5,559,,"0,11","0,01","0,04",,,,,,,
9,5,5,134, ,17,5,3,659,,"0,13","0,04","0,02",,,,,,,
9,5,6,84, ,7,0,5,759,,"0,08","0,00","0,06",,,,,,,
9,5,7,73, ,8,1,3,859,,"0,11","0,01","0,04",,,,,,,
9,5,8,53, ,3,2,2,959,,"0,06","0,04","0,04",,,,,,,
9,5,9,46, ,3,2,1,1059,,"0,07","0,04","0,02",,,,,,,
9,5,10,69, ,6,1,1,159,,"0,09","0,01","0,01",,,,,,,
9,6,1,58, ,4,0,2,269,,"0,07","0,00","0,03",,,,,,,
9,6,2,244, ,33,1,9,369,,"0,14","0,00","0,04",,,,,,,
9,6,3,64, ,8,2,1,469,,"0,13","0,03","0,02",,,,,,,
9,6,4,54, ,4,0,1,569,,"0,07","0,00","0,02",,,,,,,
9,6,5,219, ,30,2,7,669,,"0,14","0,01","0,03",,,,,,,
9,6,6,51, ,3,0,1,769,,"0,06","0,00","0,02",,,,,,,
9,6,7,138, ,16,4,2,869,,"0,12","0,03","0,01",,,,,,,
9,6,8,1106, ,155,24,55,969,,"0,14","0,02","0,05",,,,,,,
9,6,9,477, ,68,7,20,1069,,"0,14","0,01","0,04",,,,,,,
9,6,10,259, ,32,4,12,169,,"0,12","0,02","0,05",,,,,,,
9,7,1,631, ,98,12,31,279,,"0,16","0,02","0,05",,,,,,,
9,7,2,58, ,6,0,2,379,,"0,10","0,00","0,03",,,,,,,
9,7,3,126, ,13,1,5,479,,"0,10","0,01","0,04",,,,,,,
9,7,4,44, ,2,0,1,579,,"0,05","0,00","0,02",,,,,,,
9,7,5,40, ,0,0,1,679,,"0,00","0,00","0,03",,,,,,,
9,7,6,487, ,74,6,31,779,,"0,15","0,01","0,06",,,,,,,
9,7,7,86, ,8,2,2,879,,"0,09","0,02","0,02",,,,,,,
9,7,8,86, ,6,0,3,979,,"0,07","0,00","0,03",,,,,,,
9,7,9,163, ,23,2,6,1079,,"0,14","0,01","0,04",,,,,,,
9,7,10,79, ,8,2,1,179,,"0,10","0,03","0,01",,,,,,,
9,8,1,54, ,4,0,1,289,,"0,07","0,00","0,02",,,,,,,
9,8,2,66, ,5,1,0,89,,"0,08","0,02","0,00",,,,,,,
9,8,3,285, ,48,8,12,89,,"0,17","0,03","0,04",,,,,,,
9,8,4,634, ,97,10,32,89,,"0,15","0,02","0,05",,,,,,,
9,8,5,22, ,0,0,0,89,,"0,00","0,00","0,00",,,,,,,
9,8,6,51, ,4,1,2,89,,"0,08","0,02","0,04",,,,,,,
9,8,7,51, ,4,1,1,89,,"0,08","0,02","0,02",,,,,,,
9,8,8,52, ,4,1,2,89,,"0,08","0,02","0,04",,,,,,,
9,8,9,54, ,4,0,2,89,,"0,07","0,00","0,04",,,,,,,
9,8,10,22, ,0,0,0,89,,"0,00","0,00","0,00",,,,,,,
9,9,1,76, ,6,1,3,99,,"0,08","0,01","0,04",,,,,,,
9,9,2,22, ,0,0,0,99,,"0,00","0,00","0,00",,,,,,,
9,9,3,54, ,3,2,2,99,,"0,06","0,04","0,04",,,,,,,
9,9,4,51, ,3,0,0,99,,"0,06","0,00","0,00",,,,,,,
9,9,5,49, ,5,2,0,99,,"0,10","0,04","0,00",,,,,,,
9,9,6,49, ,4,0,0,99,,"0,08","0,00","0,00",,,,,,,
9,9,7,22, ,0,0,0,99,,"0,00","0,00","0,00",,,,,,,
9,9,8,76, ,7,1,3,99,,"0,09","0,01","0,04",,,,,,,
9,9,9,22, ,0,0,0,99,,"0,00","0,00","0,00",,,,,,,
9,9,10,55, ,4,1,3,99,,"0,07","0,02","0,05",,,,,,,
9,10,1,51, ,3,1,2,109,,"0,06","0,02","0,04",,,,,,,
10,0,2,56, ,5,0,1,,,"0,09","0,00","0,02",,,,,,,
